CNES,COMPETEN,CODUFMUN,COD_CEP,NATUREZA,VINC_SUS,TP_UNID,SERAP02P,SERAP02T,year
3039331,201801,432200,95840000,,0,39,0,0,2018
3785483,201801,432200,95840000,,0,39,0,0,2018
5725178,201801,432200,95840000,,0,39,0,0,2018
6048978,201801,432200,95840000,,0,39,0,0,2018
6065139,201801,432200,95840000,,1,39,0,0,2018
6185894,201801,432200,95840000,,1,39,0,0,2018
6502342,201801,432200,95840000,,0,39,0,0,2018
7074263,201801,432200,95840000,,0,39,0,0,2018
7405405,201801,432200,95840000,,0,39,0,0,2018
7444516,201801,432200,95840000,,0,39,0,0,2018
7467605,201801,432200,95840000,,0,39,0,0,2018
7468229,201801,432200,95840000,,0,39,0,0,2018
9217827,201801,432200,95840000,,0,39,0,0,2018
3689689,201801,432210,98930000,,0,39,0,0,2018
5962056,201801,432210,98930000,,0,39,0,0,2018
6296882,201801,432210,98930000,,1,39,0,0,2018
7456190,201801,432210,98930000,,1,39,0,0,2018
7531362,201801,432210,98930000,,0,39,0,0,2018
7599161,201801,432210,98930000,,1,39,0,0,2018
6318614,201801,432215,99330000,,1,39,0,0,2018
9131744,201801,432215,99330000,,1,39,0,0,2018
2241692,201801,432220,98170000,,1,02,1,0,2018
2241706,201801,432220,98170000,,1,39,0,0,2018
6486584,201801,432220,98170000,,0,39,0,0,2018
7302347,201801,432220,98170000,,0,39,0,0,2018
7636172,201801,432220,98170000,,1,39,0,0,2018
7987285,201801,432220,98170000,,1,39,0,0,2018
2226073,201801,432225,95775000,,1,02,1,0,2018
6141838,201801,432225,95775000,,1,39,0,0,2018
7878494,201801,432225,95775000,,0,39,0,0,2018
9111395,201801,432225,95775000,,0,39,0,0,2018
2250578,201801,432230,98940000,,1,39,0,0,2018
5729297,201801,432230,98940000,,1,05,0,1,2018
7688431,201801,432230,98940000,,1,04,1,0,2018
9180052,201801,432230,98940000,,0,36,1,0,2018
9189505,201801,432230,98940000,,0,36,1,0,2018
2232375,201801,432232,96148000,,1,04,1,0,2018
3817563,201801,432232,96148000,,1,39,0,0,2018
6585493,201801,432232,96148000,,1,68,1,0,2018
2247364,201801,432240,97502854,,0,39,0,0,2018
2247372,201801,432240,97502837,,1,39,0,0,2018
2247429,201801,432240,97502854,,1,39,1,0,2018
2247860,201801,432240,97501538,,0,39,0,0,2018
2248166,201801,432240,97501656,,1,70,1,0,2018
2248190,201801,432240,97502854,,1,05,1,0,2018
2818361,201801,432240,97501974,,1,04,1,0,2018
3064859,201801,432240,97501840,,0,39,0,0,2018
3201554,201801,432240,97501570,,0,39,0,0,2018
3564525,201801,432240,97501516,,0,39,0,0,2018
5124506,201801,432240,97501720,,0,39,0,0,2018
5831180,201801,432240,97501695,,0,39,0,0,2018
6673791,201801,432240,97502854,,0,39,0,1,2018
6903371,201801,432240,97501523,,0,39,0,0,2018
9137432,201801,432240,97502854,,0,39,0,0,2018
9138579,201801,432240,97501970,,0,39,0,0,2018
2240181,201801,432250,95200000,,0,39,0,0,2018
2240203,201801,432250,95200000,,1,39,0,0,2018
2240521,201801,432250,95200000,,1,39,0,0,2018
2241048,201801,432250,95200000,,1,05,1,0,2018
3152200,201801,432250,95200000,,0,39,0,0,2018
3553701,201801,432250,95200000,,0,39,0,0,2018
3590925,201801,432250,95200000,,0,39,0,0,2018
3720977,201801,432250,95200000,,0,39,0,0,2018
5416299,201801,432250,95200000,,0,39,0,0,2018
5450519,201801,432250,95200000,,0,39,0,0,2018
5529441,201801,432250,95200000,,0,39,0,0,2018
5893046,201801,432250,95200000,,1,39,0,0,2018
5893054,201801,432250,95200000,,1,39,0,0,2018
5969875,201801,432250,95200000,,0,39,0,0,2018
6011918,201801,432250,95200000,,1,39,0,0,2018
6026796,201801,432250,95200000,,1,39,0,0,2018
6320201,201801,432250,95200000,,0,39,0,0,2018
6601960,201801,432250,95200000,,0,39,0,0,2018
7021909,201801,432250,95200000,,1,73,1,0,2018
9207848,201801,432250,95200000,,0,39,0,0,2018
2226146,201801,432252,95833000,,1,01,1,0,2018
2235692,201801,432253,96878000,,1,02,1,0,2018
7177011,201801,432253,96878000,,1,39,0,0,2018
7261209,201801,432253,96878000,,1,39,0,0,2018
7528361,201801,432254,95778000,,1,39,0,0,2018
7556128,201801,432254,95778000,,0,39,0,0,2018
7945140,201801,432254,95778000,,0,39,0,0,2018
9263608,201801,432254,95778000,,0,22,1,0,2018
2244896,201801,432255,99290000,,1,02,1,0,2018
2235978,201801,432260,95800000,,1,70,1,0,2018
2235994,201801,432260,95800000,,1,01,1,0,2018
2236141,201801,432260,95800000,,1,39,0,0,2018
2236230,201801,432260,95800000,,1,39,0,0,2018
2778734,201801,432260,95800000,,1,39,0,0,2018
2778742,201801,432260,95800000,,1,01,1,0,2018
2798204,201801,432260,95800000,,0,39,0,0,2018
2798212,201801,432260,95800000,,1,01,1,0,2018
2813750,201801,432260,95800000,,1,36,1,0,2018
3009831,201801,432260,95800000,,1,39,0,0,2018
3020355,201801,432260,95800000,,0,39,0,0,2018
3470504,201801,432260,95800000,,0,39,0,0,2018
3652149,201801,432260,95800000,,0,39,0,0,2018
3964922,201801,432260,95800000,,0,39,0,0,2018
5129052,201801,432260,95800000,,1,39,1,0,2018
5129206,201801,432260,95800000,,0,39,0,0,2018
5129214,201801,432260,95800000,,0,39,0,0,2018
5129222,201801,432260,95800000,,0,39,0,0,2018
5604451,201801,432260,95800000,,0,39,0,0,2018
5656117,201801,432260,95800000,,1,39,0,0,2018
5667186,201801,432260,95800000,,0,39,0,0,2018
5878365,201801,432260,95800000,,1,39,0,0,2018
5995248,201801,432260,95800000,,0,39,0,0,2018
6434606,201801,432260,95800000,,1,39,0,0,2018
6478700,201801,432260,95800000,,1,39,0,0,2018
6552579,201801,432260,95800000,,0,39,0,0,2018
6571360,201801,432260,95800000,,1,68,1,0,2018
6614094,201801,432260,95800000,,0,39,0,0,2018
7140584,201801,432260,95800000,,1,39,0,0,2018
7314744,201801,432260,95800000,,0,39,0,0,2018
7339747,201801,432260,95800000,,0,39,0,0,2018
7390513,201801,432260,95800000,,1,02,1,0,2018
7499914,201801,432260,95800000,,1,73,1,0,2018
7701640,201801,432260,95800000,,1,39,0,0,2018
7727682,201801,432260,95800000,,0,39,0,0,2018
7866607,201801,432260,95800000,,0,39,1,0,2018
7889267,201801,432260,95800000,,0,39,0,0,2018
7995822,201801,432260,95800000,,1,39,0,0,2018
9025677,201801,432260,95800000,,1,39,0,0,2018
9173021,201801,432260,95800000,,1,39,0,0,2018
9206396,201801,432260,95800000,,1,39,0,0,2018
9304975,201801,432260,95800000,,1,39,0,0,2018
2236184,201801,432270,96880000,,1,39,0,0,2018
2236222,201801,432270,96880000,,1,39,0,0,2018
2236354,201801,432270,96880000,,1,05,0,1,2018
3699390,201801,432270,96880000,,1,70,1,0,2018
6380654,201801,432270,96880000,,1,70,1,0,2018
7235135,201801,432270,96880000,,1,02,1,0,2018
9136975,201801,432270,96880000,,1,39,0,0,2018
2240211,201801,432280,95330000,,1,39,0,0,2018
2240238,201801,432280,95330000,,0,39,0,0,2018
3640280,201801,432280,95330000,,0,39,0,0,2018
3674967,201801,432280,95330000,,0,39,0,0,2018
3921506,201801,432280,95330000,,0,39,0,0,2018
5161703,201801,432280,95330000,,1,39,0,0,2018
5213630,201801,432280,95330000,,0,39,0,0,2018
5230160,201801,432280,95330000,,0,39,0,0,2018
5230195,201801,432280,95330000,,0,39,0,0,2018
5410053,201801,432280,95330000,,0,39,0,0,2018
7210922,201801,432280,95330970,,1,39,0,0,2018
7235100,201801,432280,95330000,,0,36,0,1,2018
6459285,201801,432285,95972000,,1,39,0,0,2018
2248603,201801,432290,99820000,,1,02,1,0,2018
2248840,201801,432290,99820000,,1,39,0,0,2018
2229609,201801,432300,94410050,,1,39,0,0,2018
2229625,201801,432300,94480500,,1,39,0,0,2018
2229641,201801,432300,94410250,,0,39,0,0,2018
2229668,201801,432300,94410400,,1,39,0,0,2018
2231158,201801,432300,94480560,,1,04,1,0,2018
2231778,201801,432300,94410250,,1,39,0,0,2018
2231786,201801,432300,94470000,,1,39,0,0,2018
3223175,201801,432300,94410250,,0,39,0,0,2018
4068513,201801,432300,94750000,,1,07,1,0,2018
4068599,201801,432300,94480560,,1,36,1,0,2018
5441285,201801,432300,94450000,,1,68,1,0,2018
5484316,201801,432300,94410250,,0,39,0,0,2018
7319649,201801,432300,94410250,,0,39,0,0,2018
7843143,201801,432300,94410400,,1,39,0,0,2018
9092137,201801,432300,94425000,,0,36,1,0,2018
2228637,201801,432310,98450000,,1,05,1,0,2018
6010970,201801,432310,98450000,,1,39,0,0,2018
9173781,201801,432320,99350000,,1,39,0,0,2018
7028695,201801,432330,95334000,,0,39,0,0,2018
2244489,201801,432335,99955000,,1,02,1,0,2018
6000231,201801,432340,99155000,,1,39,0,0,2018
7813848,201801,432340,99155000,,1,39,0,0,2018
6206646,201801,432345,97385000,,0,39,0,0,2018
7972423,201801,432345,97385000,,0,39,0,0,2018
9393420,201801,432345,97385000,,0,39,0,0,2018
6451411,201801,432350,98415000,,1,39,0,0,2018
2238535,201801,432360,95325000,,1,01,1,0,2018
6277446,201801,432375,98850000,,0,39,0,0,2018
7450907,201801,432380,95588000,,1,39,0,0,2018
2568640,201901,410010,86460000,,1,39,0,0,2019
3327302,201901,410010,86460000,,1,36,1,0,2019
9234128,201901,410030,83850000,,0,39,0,0,2019
0013234,201901,410040,83501000,,1,39,0,0,2019
0013242,201901,410040,83501050,,1,39,0,0,2019
0013269,201901,410040,83501630,,1,39,0,0,2019
3493156,201901,410040,83501450,,1,39,0,0,2019
4051033,201901,410040,83501010,,1,68,1,0,2019
6002919,201901,410040,83501140,,1,70,1,0,2019
7077602,201901,410040,83504450,,1,39,0,0,2019
7299680,201901,410040,83501090,,1,39,0,0,2019
7504403,201901,410040,83504490,,1,39,0,0,2019
7606060,201901,410040,83501070,,1,39,0,0,2019
9702016,201901,410040,83501660,,1,39,0,0,2019
5896029,201901,410045,85280000,,1,71,1,0,2019
6756123,201901,410045,85280000,,1,39,0,0,2019
9548599,201901,410045,85280000,,1,39,0,0,2019
2736640,201901,410050,87550000,,1,39,0,0,2019
2738694,201901,410050,87550000,,1,39,0,0,2019
7505752,201901,410050,87550000,,1,39,0,0,2019
9214399,201901,410050,87550000,,1,39,0,0,2019
3697053,201901,410060,87750000,,1,39,0,0,2019
3763102,201901,410060,87750000,,1,36,1,0,2019
5551374,201901,410060,87750000,,1,39,0,0,2019
6042228,201901,410060,87750000,,1,39,0,0,2019
6852025,201901,410060,87750000,,0,39,0,0,2019
9187626,201901,410060,87750000,,0,39,0,0,2019
9502173,201901,410060,87750000,,1,39,0,0,2019
2738643,201901,410070,87580000,,0,39,0,0,2019
2783835,201901,410070,87580000,,0,39,0,0,2019
7340052,201901,410070,87580000,,0,39,0,0,2019
7749589,201901,410070,87580000,,0,39,0,0,2019
6075304,201901,410080,86150000,,1,39,0,0,2019
7761023,201901,410080,86150000,,1,39,0,0,2019
2585138,201901,410100,85640000,,0,39,0,0,2019
3524094,201901,410100,85640000,,1,36,1,0,2019
5915392,201901,410100,85640000,,0,39,0,0,2019
6246877,201901,410105,85425000,,1,39,0,0,2019
2576287,201901,410110,86380000,,1,02,1,0,2019
2582090,201901,410110,86380000,,0,39,0,0,2019
2582201,201901,410110,86380000,,0,39,0,0,2019
2582309,201901,410110,86380000,,0,39,0,0,2019
2582678,201901,410110,86380000,,0,39,0,0,2019
3325997,201901,410110,86380000,,1,36,1,0,2019
3327256,201901,410110,86380000,,0,39,0,0,2019
5466164,201901,410110,86380000,,1,39,0,0,2019
6942393,201901,410110,86380000,,0,39,0,0,2019
7118309,201901,410110,86380000,,1,39,0,0,2019
9467572,201901,410110,86380000,,0,39,0,0,2019
2680971,201901,410120,83370000,,1,05,1,0,2019
2681226,201901,410120,83370000,,0,39,0,0,2019
2537044,201901,410130,83980000,,1,15,1,0,2019
3802035,201901,410130,83980000,,1,36,1,0,2019
2416700,201901,410140,86800200,,1,69,1,0,2019
2439174,201901,410140,86800040,,1,39,0,0,2019
2439263,201901,410140,86800120,,1,05,1,0,2019
2439360,201901,410140,86800120,,1,05,1,0,2019
2439379,201901,410140,86800040,,1,39,0,0,2019
2439395,201901,410140,86800040,,1,39,0,0,2019
2439409,201901,410140,86800040,,0,39,0,0,2019
2439425,201901,410140,86800100,,1,39,0,0,2019
2439484,201901,410140,86800030,,1,39,0,0,2019
2439492,201901,410140,86800140,,1,04,1,0,2019
2439506,201901,410140,86800260,,1,36,1,0,2019
2584174,201901,410140,86800140,,1,39,0,0,2019
2619520,201901,410140,86800030,,1,36,0,1,2019
2619547,201901,410140,86800120,,1,39,0,0,2019
3088197,201901,410140,86800660,,1,02,0,1,2019
3155986,201901,410140,86800040,,1,39,0,0,2019
3176037,201901,410140,86800040,,0,22,1,0,2019
3243788,201901,410140,86800022,,1,02,1,0,2019
3317927,201901,410140,86812600,,1,36,1,0,2019
3596737,201901,410140,86800040,,0,39,0,0,2019
3631176,201901,410140,86800040,,0,39,0,0,2019
3978478,201901,410140,86800720,,1,02,0,1,2019
5071577,201901,410140,86800300,,1,70,1,0,2019
5416930,201901,410140,86800720,,1,02,1,0,2019
5526655,201901,410140,86812500,,0,39,0,0,2019
5595703,201901,410140,86800140,,0,39,0,0,2019
5655528,201901,410140,86800070,,1,70,1,0,2019
5967910,201901,410140,86800120,,0,39,0,0,2019
6004555,201901,410140,86800630,,1,02,0,1,2019
6215394,201901,410140,86800120,,1,36,0,1,2019
6234879,201901,410140,86800120,,1,39,0,0,2019
6667317,201901,410140,86800120,,0,39,0,0,2019
6939996,201901,410140,86800320,,1,76,0,1,2019
7145667,201901,410140,86818000,,0,39,0,0,2019
7425252,201901,410140,86805290,,1,02,0,1,2019
2573369,201901,410150,86706138,,1,04,1,0,2019
2573598,201901,410150,86702525,,1,02,1,0,2019
2575663,201901,410150,99999999,,1,39,0,0,2019
2576031,201901,410150,99999999,,0,39,0,0,2019
2576104,201901,410150,99999999,,1,39,0,0,2019
2576228,201901,410150,99999999,,1,39,0,0,2019
2576252,201901,410150,86700150,,1,39,0,0,2019
2576341,201901,410150,86702670,,1,05,1,0,2019
2727307,201901,410150,86701310,,1,39,0,0,2019
2729849,201901,410150,99999999,,1,39,0,0,2019
3024121,201901,410150,86700090,,1,39,0,0,2019
3337154,201901,410150,86700275,,1,36,1,0,2019
3411974,201901,410150,99999999,,0,36,1,0,2019
5074835,201901,410150,86701530,,1,39,0,0,2019
5407281,201901,410150,86702415,,1,04,1,0,2019
5890101,201901,410150,99999999,,0,39,0,0,2019
7090277,201901,410150,86700090,,1,39,0,0,2019
7317719,201901,410150,86702666,,1,73,1,0,2019
7735219,201901,410150,86700970,,1,02,0,1,2019
9114793,201901,410150,86702666,,1,39,0,0,2019
9351175,201901,410150,86700020,,1,39,0,0,2019
9466770,201901,410150,86703341,,1,39,0,0,2019
3574199,201901,410160,84990000,,1,36,1,0,2019
3953173,201901,410160,84990000,,1,70,1,0,2019
7889860,201901,410165,86884000,,1,02,1,0,2019
9400281,201901,410165,86884000,,0,39,0,0,2019
2734508,201901,410170,87260000,,1,01,1,0,2019
3887820,201901,410170,87260000,,1,36,1,0,2019
6306454,201901,410170,87260000,,1,01,1,0,2019
6861458,201901,410170,87260000,,1,39,0,0,2019
7294166,201901,410170,87260000,,1,39,0,0,2019
2753006,201901,410180,83709225,,1,02,0,1,2019
2753022,201901,410180,83706220,,1,02,0,1,2019
2753030,201901,410180,83704215,,1,02,0,1,2019
2753049,201901,410180,83706130,,1,02,0,1,2019
2753057,201901,410180,83711300,,1,02,0,1,2019
2753065,201901,410180,83707104,,1,02,0,1,2019
2753081,201901,410180,83702090,,1,02,0,1,2019
2753103,201901,410180,83725970,,1,02,0,1,2019
2753111,201901,410180,83703420,,1,02,0,1,2019
2753170,201901,410180,83702400,,1,39,0,0,2019
2753316,201901,410180,83702210,,1,39,0,0,2019
3151018,201901,410180,83702040,,0,39,0,0,2019
3151875,201901,410180,83702070,,0,39,0,0,2019
3183483,201901,410180,83702080,,0,39,0,0,2019
3183521,201901,410180,83702070,,1,39,0,0,2019
3705609,201901,410180,83702450,,1,70,1,0,2019
3705684,201901,410180,83702080,,1,70,1,0,2019
5404215,201901,410180,83702210,,1,36,1,0,2019
5404223,201901,410180,83702210,,1,36,1,0,2019
5404231,201901,410180,83702210,,1,36,1,0,2019
5404266,201901,410180,83702210,,1,36,1,0,2019
5995280,201901,410180,83708000,,1,05,1,0,2019
6049273,201901,410180,83702070,,0,39,0,0,2019
6232264,201901,410180,83708000,,0,39,0,0,2019
6493718,201901,410180,83702210,,1,39,0,0,2019
6622429,201901,410180,83708000,,0,39,0,0,2019
7085400,201901,410180,83709145,,1,73,1,0,2019
7098286,201901,410180,83702050,,0,39,1,0,2019
7132492,201901,410180,83707690,,1,02,1,0,2019
7133391,201901,410180,83702070,,0,39,0,0,2019
7145756,201901,410180,83707440,,0,36,0,1,2019
7204590,201901,410180,83702170,,0,39,0,0,2019
7204868,201901,410180,83707746,,0,22,1,0,2019
7248075,201901,410180,83702090,,0,39,0,0,2019
7295332,201901,410180,83701050,,0,39,0,0,2019
7410921,201901,410180,83702040,,0,36,1,0,2019
7732961,201901,410180,83702050,,1,39,0,0,2019
7877471,201901,410180,83702040,,0,39,0,0,2019
7962762,201901,410180,83704590,,0,39,0,0,2019
7977158,201901,410180,83702040,,0,39,0,0,2019
9287957,201901,410180,83702210,,0,39,0,0,2019
9348794,201901,410180,83702100,,1,36,1,0,2019
9551794,201901,410180,83702060,,0,39,0,0,2019
9611134,201901,410180,83702420,,0,39,0,0,2019
2588463,201901,410185,86880000,,1,02,1,0,2019
2576317,201901,410190,86220000,,1,02,1,0,2019
2577283,201901,410190,86220000,,1,05,1,0,2019
2582317,201901,410190,86220000,,1,39,0,0,2019
2582406,201901,410190,86220000,,1,39,0,0,2019
3172007,201901,410190,86220000,,0,39,0,0,2019
3402649,201901,410190,86220000,,1,36,1,0,2019
2780224,201901,410200,85935000,,1,39,0,0,2019
2780232,201901,410200,85935000,,0,39,0,0,2019
2780313,201901,410200,85935000,,1,39,0,0,2019
2781220,201901,410200,85935000,,1,02,1,0,2019
2782057,201901,410200,85935000,,1,39,0,0,2019
2782065,201901,410200,85935000,,1,39,0,0,2019
2782081,201901,410200,85935000,,1,39,0,0,2019
2782405,201901,410200,85935000,,1,39,0,0,2019
3887405,201901,410200,85935000,,0,39,0,0,2019
6787045,201901,410200,85935000,,1,02,1,0,2019
7669453,201901,410200,85935000,,1,39,0,0,2019
9438874,201901,410200,85935000,,0,39,0,0,2019
9635424,201901,410200,85935000,,0,39,0,0,2019
2731622,201901,410210,86730000,,1,02,1,0,2019
2734230,201901,410210,86730000,,1,39,0,0,2019
3127745,201901,410210,86730000,,0,39,0,0,2019
6911730,201901,410210,86730000,,0,39,0,0,2019
7336632,201901,410210,86730000,,1,70,1,0,2019
7175426,201901,410220,87630000,,1,02,1,0,2019
7478798,201901,410220,87630000,,1,01,1,0,2019
0013579,201901,410230,83650000,,1,02,1,0,2019
2577364,201901,410240,86360000,,1,39,0,0,2019
2582104,201901,410240,86360000,,1,39,0,0,2019
2582562,201901,410240,86360000,,1,39,0,0,2019
3175391,201901,410240,86360000,,0,39,0,0,2019
3175421,201901,410240,86360000,,0,39,0,0,2019
3459993,201901,410240,86360000,,1,36,1,0,2019
5377900,201901,410240,86360000,,1,70,1,0,2019
6326153,201901,410240,86360000,,0,39,0,0,2019
7444567,201901,410240,86360000,,0,39,0,0,2019
7463936,201901,410240,86360000,,0,39,0,0,2019
9115951,201901,410240,86360000,,0,83,1,0,2019
9557679,201901,410240,86360000,,0,39,0,0,2019
9583718,201901,410240,86360000,,0,83,1,0,2019
2734079,201901,410250,86960000,,0,39,0,0,2019
3162990,201901,410260,85700000,,0,39,0,0,2019
3401448,201901,410260,85700000,,1,36,1,0,2019
7114745,201901,410260,85700000,,0,39,0,0,2019
7114753,201901,410260,85700000,,0,39,0,0,2019
7300662,201901,410260,85700000,,0,39,0,0,2019
5440823,201901,410275,85745000,,1,36,1,0,2019
2727099,201901,410280,86130000,,1,36,1,0,2019
2727560,201901,410280,86130000,,0,39,0,0,2019
2729814,201901,410280,86130000,,1,39,0,0,2019
2730138,201901,410280,86130000,,0,39,0,0,2019
2730952,201901,410280,86130000,,0,39,0,0,2019
3455521,201901,410280,86130000,,1,36,1,0,2019
9573356,201901,410280,86130000,,1,39,0,0,2019
2549298,201901,410290,84640000,,1,68,1,0,2019
5600782,201901,410290,84640000,,1,36,1,0,2019
3642941,201901,410302,85680000,,1,36,1,0,2019
2571706,201901,410305,85780000,,1,39,0,0,2019
5030994,201901,410305,85780000,,1,36,1,0,2019
6779247,201901,410305,85780000,,1,02,1,0,2019
6779255,201901,410305,85780000,,1,02,1,0,2019
6779263,201901,410305,85780000,,1,68,1,0,2019
6797652,201901,410305,85780000,,1,02,1,0,2019
7784414,201901,410305,85780000,,0,39,0,0,2019
9148116,201901,410305,85780000,,0,39,0,0,2019
2681498,201901,410310,83450000,,1,05,1,0,2019
5687888,201901,410310,83450000,,1,36,1,0,2019
2583925,201901,410315,85708000,,1,02,1,0,2019
7930607,201901,410315,85708000,,1,36,1,0,2019
9201882,201901,410315,85708000,,1,39,0,0,2019
3278972,201901,410320,86940000,,1,36,1,0,2019
2595095,201901,410322,85515000,,1,02,1,0,2019
9511652,201901,410322,85515000,,1,39,0,0,2019
2571730,201901,410330,86925000,,1,02,1,0,2019
3497615,201901,410330,86925000,,1,36,1,0,2019
6292585,201901,410330,86925000,,0,39,0,0,2019
9386254,201901,410330,86925000,,0,39,0,0,2019
2736756,201901,410335,85430000,,1,02,1,0,2019
3577694,201901,410335,85430000,,1,36,1,0,2019
7326602,201901,410335,85430000,,0,39,0,0,2019
9434224,201901,410335,85430000,,0,39,0,0,2019
3912558,201901,410340,86640000,,1,36,1,0,2019
2571749,201901,410345,85415000,,1,02,1,0,2019
2571765,201901,410345,85415000,,1,39,0,0,2019
2815206,201901,410345,85415000,,0,39,0,0,2019
3622010,201901,410345,85415000,,0,39,0,0,2019
3798194,201901,410345,85415000,,1,36,1,0,2019
7481314,201901,410345,85415000,,0,39,0,0,2019
9330607,201901,410345,85415000,,1,39,0,0,2019
9580727,201901,410345,85415000,,0,39,0,0,2019
9581235,201901,410345,85415000,,0,39,0,0,2019
2573342,201901,410350,86820000,,1,02,1,0,2019
3300617,201901,410350,86820000,,1,39,0,0,2019
3338452,201901,410350,86820000,,1,36,1,0,2019
9160183,201901,410350,86820000,,1,39,0,0,2019
2817683,201901,410360,86390000,,1,39,0,0,2019
3437590,201901,410360,86390000,,1,36,1,0,2019
4051491,201901,410360,86390000,,1,39,0,0,2019
4051505,201901,410360,86390000,,1,39,0,0,2019
4051513,201901,410360,86390000,,1,05,0,1,2019
6059333,201901,410360,86390000,,0,39,0,0,2019
2727137,201901,410370,86181070,,1,39,0,0,2019
2727218,201901,410370,86182470,,1,70,1,0,2019
2729210,201901,410370,86180970,,1,39,0,0,2019
2729679,201901,410370,86180970,,0,39,0,0,2019
2729768,201901,410370,86191340,,1,39,0,0,2019
2729830,201901,410370,86181070,,1,39,0,0,2019
2730650,201901,410370,86181270,,1,05,1,0,2019
3030814,201901,410370,86180970,,1,36,1,0,2019
5113881,201901,410370,86181070,,1,70,1,0,2019
7161352,201901,410370,86181050,,0,39,0,0,2019
7237642,201901,410370,86181220,,1,39,0,0,2019
7256248,201901,410370,86181000,,0,39,0,0,2019
9111484,201901,410370,86189102,,0,83,1,0,2019
3338606,201901,410380,86890000,,1,70,1,0,2019
3352986,201901,410380,86890000,,1,36,1,0,2019
2731398,201901,410390,87345000,,1,39,0,0,2019
2734117,201901,410390,87345000,,1,39,0,0,2019
2734184,201901,410390,87345000,,1,39,0,0,2019
3700100,201901,410390,87345000,,0,39,0,0,2019
3700119,201901,410390,87345000,,0,39,0,0,2019
3712877,201901,410390,87345000,,1,36,1,0,2019
7256078,201901,410390,87345000,,1,02,1,0,2019
7492731,201901,410390,87345000,,0,39,0,0,2019
7538758,201901,410390,87345000,,0,39,0,0,2019
9337784,201901,410390,87345000,,0,39,0,0,2019
0013633,201901,410400,83430000,,1,05,1,0,2019
2753308,201901,410400,83430000,,1,39,0,0,2019
2774917,201901,410400,83430000,,1,36,1,0,2019
7417829,201901,410400,83430000,,0,39,0,0,2019
7902662,201901,410400,83430000,,0,39,0,0,2019
9253947,201901,410400,83430000,,0,39,0,0,2019
2702894,201901,410405,85450000,,1,02,1,0,2019
3393690,201901,410405,85450000,,1,36,1,0,2019
6711014,201901,410405,85450000,,0,39,0,0,2019
7505469,201901,410405,85450000,,0,39,0,0,2019
9592725,201901,410405,85450000,,1,39,0,0,2019
0013781,201901,410410,83870000,,1,01,1,0,2019
7463197,201901,410410,83870000,,1,39,0,0,2019
7756909,201901,410410,83870000,,1,39,0,0,2019
0013838,201901,410420,83601050,,1,05,1,0,2019
0013846,201901,410420,83606177,,1,05,1,0,2019
0013870,201901,410420,83601160,,1,39,0,0,2019
0014001,201901,410420,83600970,,1,07,1,0,2019
2681757,201901,410420,83601610,,1,39,0,0,2019
3359379,201901,410420,83601050,,1,39,0,0,2019
3525597,201901,410420,83601140,,1,36,1,0,2019
3823571,201901,410420,83601050,,1,36,0,1,2019
3904008,201901,410420,83601020,,0,39,0,0,2019
6042120,201901,410420,83601150,,0,39,0,0,2019
6426204,201901,410420,83601030,,1,05,1,0,2019
6989179,201901,410420,83601070,,0,39,0,0,2019
7370032,201901,410420,83601150,,0,39,0,0,2019
9080783,201901,410420,83601160,,0,39,0,0,2019
7073496,201901,410425,83535000,,1,39,0,0,2019
0014117,201901,410430,87302220,,1,68,1,0,2019
0014206,201901,410430,87302120,,1,39,0,0,2019
0014230,201901,410430,87301090,,1,39,0,0,2019
0014249,201901,410430,87302080,,1,39,0,0,2019
0014257,201901,410430,87306180,,1,39,0,0,2019
0014478,201901,410430,87306070,,1,39,0,0,2019
0014591,201901,410430,87301000,,1,39,0,0,2019
0014613,201901,410430,87300020,,1,39,0,0,2019
2567881,201901,410430,87302080,,1,39,0,0,2019
2567970,201901,410430,87302210,,1,39,0,0,2019
3025225,201901,410430,87303070,,1,39,0,0,2019
3119165,201901,410430,87302970,,0,39,0,0,2019
3183246,201901,410430,87302200,,0,39,0,0,2019
3424219,201901,410430,87305340,,1,39,0,0,2019
3444139,201901,410430,87303270,,1,36,1,0,2019
3450694,201901,410430,87303160,,1,70,1,0,2019
3653382,201901,410430,87302200,,0,39,0,0,2019
6097383,201901,410430,87301140,,1,39,0,0,2019
6126456,201901,410430,87302080,,0,39,0,0,2019
6182313,201901,410430,87302170,,0,39,0,0,2019
6499848,201901,410430,87302140,,1,69,1,0,2019
6730175,201901,410430,87302080,,1,39,0,0,2019
6913083,201901,410430,87301483,,1,39,0,0,2019
7187319,201901,410430,87302080,,1,39,0,0,2019
7329474,201901,410430,87301090,,0,39,0,0,2019
7488238,201901,410430,87300005,,0,22,1,0,2019
7795971,201901,410430,87302070,,1,39,0,0,2019
8003041,201901,410430,87302140,,1,68,1,0,2019
9388184,201901,410430,87302170,,1,39,0,0,2019
2587785,201901,410440,84470000,,1,05,1,0,2019
2588684,201901,410440,84470000,,1,02,1,0,2019
6710964,201901,410440,84470000,,1,02,1,0,2019
7257015,201901,410440,84470000,,0,39,0,0,2019
2742438,201901,410442,85140000,,1,02,1,0,2019
3386309,201901,410442,85140000,,1,39,0,0,2019
6490840,201901,410442,85140000,,1,39,0,0,2019
3430278,201901,410445,85160000,,0,39,0,0,2019
2583704,201901,410450,85760000,,1,02,1,0,2019
2585154,201901,410450,85760000,,0,39,0,0,2019
2585200,201901,410450,85760000,,0,39,0,0,2019
